,text,label
2964,tentando fazer post umas informacoes form nao sei bem fazer form c code poder dar post segui exemplo resultou seguinte funcao code view especie chat ideia enviar mensagem ja dar post direto tentando dessa forma tento erro code conferi jquery nao estao conflitando apenas 1 1 9 1,"(0, 1, 0, 0)"
2965,codigo abaixo onde faco upload arquivo quero obter conteudo variavel utilizo funcao code obtem code conteudo arquivo variavel code code fazer resultado poder ser utilizado dessa funcao code,"(0, 0, 0, 1)"
2966,preciso localizar classe chamada code dentro html apos localizar preciso verificar dentro estrutura code possui imagem caso adicione classe nesta img ps imagem estrutura html assim code jquery bem pratico faria desta forma code preciso fazer js nativo tentei fazer desta forma code poderia fazer vou aplicar wordpress sei jquery melhor opcao devido utilizacao plugin vou executar codigo diretamente head,"(0, 1, 1, 0)"
2967,apareceu necessidade criar view preciso adicionar inputs atraves botao onde usuario vai digitar nome campo quer adicionar nome vai aparecer label cima input id desse input tambem ser criado dinamicamente exemplo id item1 id item2 segue codigo html jquery adicionando input ja so nao conseguindo adicionar label nome usuario digitou input principal gerar id dinamicamente serem enviados pro php code code,"(0, 1, 1, 0)"
2968,preciso imprimir pagina imagem fundo background logo marca dagua porem utilizando window print background nao aparece imrpessao nao ser usuario marque background graphics pagina impressao chrome pesquisei achei linha codigo css forca chrome imprimir color background nao achei codigo forca imprimir image codigo pagina code css code ps sintetizei codigo apenas parte relevante questao facilitar entendimento alguem pode ajudar,"(0, 0, 1, 0)"
2969,devo ter feito algo errado pois voltou dar erro criei classe code configuracao spring bean public filterregistrationbean corsfilterregistration filterregistrationbean registrationbean new filterregistrationbean new crossoriginfilter registrationbean setname cors filter registrationbean addurlpatterns registrationbean setorder 1 return registrationbean so nao funciona sempre erro 401 pode ser alguem ja passou failed to load response to preflight request doesn t pass access control check access control allow origin header is present on the requested resource origin is therefore not allowed access the response had http status code 401 acessando diretor funciona descoberta acho problema aqui string requestheader request getheader authorization preencho variavel requestheader token valido funciona debugando navegador servidor nao enviando browser,"(0, 0, 0, 1)"
2970,existe algum plugin jquery faz tipo trabalho icone carrinho compra,"(0, 1, 0, 0)"
2971,criando aplicacao spring angular motivos nao podendo instalar modulos angular pasta projeto comando bower install instalar modulos manualmente utiliza lo,"(0, 0, 0, 1)"
2972,dois carrosseis pagina enquanto estao carregando ficam quebrados so ficam certos gostaria so exibidos carregados completo nao conseguindo code,"(0, 1, 0, 0)"
2973,criando app smartphone usando cordova projeto faculdade app consiste cadastro simples pacientes tendo dificuldades gravar dados banco inicialmente gravacao funcionando esqueci incluir campo id auto incremento tabela partir dai nada funcionou estranho funcao callback sucesso executada aparentemente nao ha erro insert tambem cuidado testar cada comando editor base dados sqlite todos funcionaram corretamente codigo javascript usando abaixo code disse inicialmente funcionando apos alterar code incluir id nao consegui gravar obs tambem cuidado recriar tabela tambem experimentei criar novo banco graudecoma2 tambem nova tabela,"(0, 1, 1, 0)"
2974,boas pessoal comecei ha uns dias atras utilizar code ainda inicio usando livro getting mean with mongodb express angular and node js gostando bastante livro devido avanco tecnologias nao sei seguindo caminho correto rodo aplicacao servidor local utilizando comando code app funciona perfeitamente sempre tento fazer code open verificar app code live nao funciona aparece erro application error an error occurred in the application and your page could not be served please try again in few moments if you are the application owner check your logs details here is the log that i get code,"(1, 0, 0, 0)"
2975,script sera banner rotativo dois botoes avancar voltar comecando conhecer melhor javascript duvida nao reconhece anteslide proxslide segue codigo code code code declarei antes iniciar funcao variaveis pudessem ser utilizadas outras funcoes alguma sugestao,"(0, 0, 1, 0)"
2976,navegador nao exibindo imagem tema algo errado codigo code,"(0, 0, 1, 0)"
2977,usuario informa ip campo gostaria completasse alguem alguma ideia montar code tentei expressao regular code acabou nao funcionando,"(0, 0, 1, 0)"
2978,bom vou tentar explicar situacao estudando nodejs resolvi reescrever codigo lado servidor aplicacao originalmente escrito c c servidor recebe pacotes packets hexadecimal aplicacao client questao receber pacotes packets nodejs cheguei criar socket conexao dei travada segue codigo feito code,"(1, 0, 0, 0)"
2979,fiz ativacao tudo certo jquery datatable server side tudo funcional entretanto primeira coluna retorno 1 ativo 0 inativo queria 1 ativo aparece lugar numero 1 code 0 code php fazia assim ativacao server side code nao sei fazer javascript mudar acordo valor retorno poderiam ajudar,"(0, 1, 0, 0)"
2980,amigos procedimento php onde existe laco toda vez retorna inicio dispara informacao recebida funcao jquery ajax aciona questao dados somente sao exibidos usuario final loop precisava dados disponibilizados toda vez php retornasse informacao segue exemplo preciso code codigo so disponibiliza dados cliente while termina,"(0, 1, 0, 0)"
2981,select code array console log this parcelamentosarray code posso pre selecionar primeiro elemento array maneira primeira opcao venha sempre selecionada code,"(0, 0, 0, 1)"
2982,clicar botao preciso carregue funcao js carregar funcao clicar botao so funciona informar button atributo onclick informando nome funcao tento acessar atraves seletor classe botao funcao nao carrega code funcao js pretendo utilizar code,"(0, 1, 0, 0)"
2983,alguem sabe usa conversor texto fala windows javascript node js ser necessariamente windows,"(1, 0, 0, 0)"
2984,ola gostaria saber defino localizacao aonde efeito scroll site one page deve parar problema enfrento dar click links menu navegacao cabecalho scroll automatico deslocasse ate conteudo desejado corta partes titulo conteudo defino aonde deve parar peco q observem atencao ser pergunta bem elaborada,"(0, 1, 1, 0)"
2985,lidando algumas otimizacoes corriqueiras sistema encontrei situacao intrigou toda vez fazia clique duplo tabela chamava funcao trazer dados complementares cliente duplicava quantidade solicitacoes php acontece porque usar evento code entao realizei algumas pesquisar descobri metodo code executa metodo apenas vez funcao parece ser nova versoes 1 7 code utilizava apenas code funcionava corretamente entao duvida seguinte devo usar code intencao chamar funcao apenas vez devo usar code code clientes tbody on dblclick tr function cobradores tbody tr removeclass btn success this addclass btn success codigo this closest tr attr id acao update clientes modal show clientesmodal on show bs modal function if acao update dados preupdate true codigo codigo buscacobradores dados,"(0, 1, 0, 0)"
2986,exemplo var numero 3500 quero retorne 3 500,"(0, 0, 1, 0)"
2987,possivel pre definir orientacao pagina usuario imprimir ja marcado paisagem landscape caso seguinte codigo semelhante exemplo exportando html excel nesta parte tudo ok usuario nao quer perder preciosos segundos configurando pagina la excel propriedades impressora quer imprimir pagina ja orientada paisagem landscape usando alguma linguagem dessas citadas,"(0, 0, 1, 0)"
2988,boa tarde talvez ja exista resposta pergunta porem nao encontrei aqui google forma preciso achei varios scripts apagar campo formulario html usuario clica focus determinado input porem preciso campo texto original apagado apenas usuario comecar escrever alguem pode ajudar obrigado,"(0, 0, 1, 0)"
2989,codigo code chamando arquivo code code codigo responde inves trazer resposta code executado devolve codigo arquivo subscript php comentado dentro code pagina mae codigo code code resposta apos resposta code code fazer arquivo code execute traga somente preciso ambos arquivos estao formato code obs codigos estao sendo implementados junto tema wordpress,"(0, 1, 0, 0)"
2990,seguinte codigo desfazer alteracoes code mudo alguma coisa code muda tambem code alguem poderia explicar motivo disso ocorrer,"(0, 0, 0, 1)"
2991,code upload imagens aonde usuario antes fazer update imagem avatar capa perfil visualiza neste form imagem cadastrada padrao sistema acontece code onchange code onclick submit acaba sendo code gostaria dar hide nele enquanto code nao selecionado fique oculto code arquivo selecionado code exibido proceder requisicao upload segue form code,"(0, 1, 1, 0)"
2992,preciso limitar numero impressoes documento html atualmente arquivo gerado via php registro banco flag code porem ha vezes usuario nao imprimiu algumas situacoes clicou botao cancelar fechou janela problemas conectividade internet momento download arquivo ser impresso tres situacoes acima ja havia sido marcado impresso documento fica poder ser impresso novamente entao pensei realizar controle via javascript code detectar usuario clicou botao imprimir botao cancelar tela impressao browser ainda simplesmente fechou janela partir confirmacao impressao quero fazer requisicao ajax marcar impresso seguida fechar janela apenas ideia implementacao resolver problema descrito titulo desta pergunta diferentes implementacoes viaveis solucao problema serao bem vindas nota sei tudo browser burlar nao poderei confiar codigo vindo cliente browser preciso menos minimizar problema,"(0, 1, 1, 0)"
2993,preciso ajuda importante input color cor campo text poderia trocar cor input color usando campo text,"(0, 0, 1, 0)"
2994,escrevendo biblioteca implementa diversos algoritmos ordenacao tudo ia bem ate executar ordenacao array objetos code acabo tendo seguinte saida teste unidade code erro diz nao possivel ler propiedade age entanto adicionar console log dentro funcao fnasc descrita acima imprime objeto perfeitamente alguem alguma ideia pode estar havendo,"(1, 0, 0, 0)"
2995,ola pessoal utilizando seguinte metodo c code metodo controller chamado javascript atraves seguinte codigo code so nao consigo entender ultimo parametro list pitens metodo gravar vem quantidade itens propriedades estao vindo null classe code,"(0, 1, 0, 0)"
2996,script nao funciona ie funciona normalmente outros navegadores erro ocorre code mensagem recebo script5009 central nao definido ja tentei code code javascript code html code,"(0, 1, 0, 0)"
2997,criei documento xml criar 2o node header vem attribute node anterior node criado code poderei remover xmlns node usei seguinte codigo code resultado code fazer code passar code,"(1, 0, 0, 0)"
2998,pagina web sobre animais veterinarios preciso capturar lista identificador animal cd pet banco dados utiliza lo outra pagina clicado utilizando linguagem php fornecer mesmas informacoes animal nesta outra pagina problema utilizando while percorrer todos animais banco buscar informacoes animal nao consigo clicar animal escolhido lista capturar identificador cd pet animal selecionado colocar variavel php codigo utilizado php html code javascript code,"(0, 0, 1, 0)"
2999,usando nodejs mongodb tentando enviar array book via method post alguma forma dando problema pois usar postman clicar send so retorna code json tentando enviar postman segue modelo code suma preciso enviar schema estara logo abaixo aqui via post usando nodejs tento retorna json acima segue codigos relacionados schema code model code router code controller code console log req body antes metodo book save retorna dados preenchidos code,"(1, 0, 0, 0)"
3000,preciso pegar html input texto assim code porem preciso pegar input preenchido ficaria assim code possivel fazer,"(0, 1, 0, 0)"
3001,js code html code acontecendo funcao loadmods cria tag li dentro ul clico link nao executa jquery mod click porem clico teste criei funciona normalmente alert entrou sendo codigo code nao sei claro espero sim,"(0, 1, 1, 0)"
3002,bom dia desenvolvendo projeto onde fiz pequena funcao onde vai alterar todos itens exceto selecionado item assim acaba sendo alterado html code script code,"(0, 1, 0, 0)"
3003,comecei ter erro app angular 7 ja tentei remover pasta modulos instalar remover cache nada erro permanece invalid configuration object webpack has been initialised using configuration object that does not match the api schema configuration entry should be one of these function object non empty string non empty string non empty string non empty string the entry point s of the compilation details configuration entry should be an instance of function function returning an entry object an entry string an entry array or promise to these things configuration entry styles should be string the string is resolved to module which is loaded upon startup configuration entry styles should not contain the item c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\angular bootstrap md\scss\mdb free scss twice configuration entry should be string an entry point without name the string is resolved to module which is loaded upon startup configuration entry should be an array non empty string webpackoptionsvalidationerror invalid configuration object webpack has been initialised using configuration object that does not match the api schema configuration entry should be one of these function object non empty string non empty string non empty string non empty string the entry point s of the compilation details configuration entry should be an instance of function function returning an entry object an entry string an entry array or promise to these things configuration entry styles should be string the string is resolved to module which is loaded upon startup configuration entry styles should not contain the item c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\angular bootstrap md\scss\mdb free scss twice configuration entry should be string an entry point without name the string is resolved to module which is loaded upon startup configuration entry should be an array non empty string at webpack c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\webpack\lib\webpack js 31 9 at observable rxjs 1 observable obs subscribe c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules angular devkit\build webpack\src\webpack dev server\index js 37 37 at observable trysubscribe c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\observable js 44 25 at observable subscribe c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\observable js 30 22 at c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\util\subscribeto js 22 31 at object subscribetoresult c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\util\subscribetoresult js 10 45 at mergemapsubscriber innersub c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\operators\mergemap js 82 29 at mergemapsubscriber trynext c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\operators\mergemap js 76 14 at mergemapsubscriber next c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\operators\mergemap js 59 18 at mergemapsubscriber subscriber next c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\subscriber js 67 18 at tapsubscriber next c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\operators\tap js 65 26 at tapsubscriber subscriber next c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\subscriber js 67 18 at mergemapsubscriber notifynext c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\operators\mergemap js 92 26 at innersubscriber next c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\innersubscriber js 28 21 at innersubscriber subscriber next c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\subscriber js 67 18 at mergemapsubscriber notifynext c \users\smoreira\documents\projetos\oficiais\doc translator front ode modules\rxjs\internal\operators\mergemap js 92 26 package json code agradeco contribuicoes,"(1, 0, 0, 1)"
3004,posso remover div inteira utilizando code code adiciona la volta qualquer funcao,"(0, 0, 1, 0)"
3005,basicamente fazer funcao jqgrid receba parametros tipo data eventos code atualize grid grid carregado junto documento preciso implementar algumas condicoes filtros exemplo code code passar code code parametro code trazer somente clientes daquele representantes alem disso outros filtros vendedores datas loja cada vez preenchido preciso atualizar lista jqgrid code,"(0, 1, 0, 0)"
3006,preciso limitar quantidade caracteres ckeditor segui passo passo deste topico limitar texto ckeditor nao deu certo abaixo alteracoes feitas codigo code ckeditor funciona porem plugin nao ps tentei tambem add pasta maxlenght dentro desta pasta plugin tambem nao funcionou algo errado implementacao outra questao plugin funciona nao deixa passar caracteres quantidade escolhida apresenta erro enviar formulario desde ja agradeco,"(0, 0, 1, 0)"
3007,tentando carregar pagina usando funcao jquery load uso modal exibir conteudo pagina principal problema dentro modal algumas funcoes dependem jquery mascara input jquery datepicker outros nao executam forma alguma nenhum erro mostrado console segue exemplo fiz codepen tentar exemplificar problema observarem botao fechar nao funciona popover body modal arquivo principalcode arquivo chamado load code disposicao esclarecimentos sobre problema,"(0, 1, 0, 0)"
3008,seguinte formulario processa solicitacao alteracao senha usuario code utilizo requisicao assincrona usuario nao saia tela onde segue code code arquivo code apenas code imprimir console browser apenas validar realmente deu certo acontecendo porem acontece rapido imprime console redireciona arquivo code nao prevenindo code formulario,"(0, 1, 0, 0)"
3009,ola pequeno problema relacao bugs site montando onde abre interface funcao code feita substituir logo navbar maior nao sendo aplicada somente desce scroll retorna novamente topo interface efeito imagem inicio interface imagem deve ficar funcao jquery code onde logoresponsive logo maior logo1 logo padrao navbar deve sumir site abrir topo tela inicial,"(0, 1, 1, 0)"
3010,usando bootstrap switch checkboxes gostaria verificar estado code carregamento pagina utilizando propria biblioteca,"(0, 1, 0, 0)"
3011,comecando estudar angular fundo tendo problemas processar dados json factory passa los controller ideia app simples apenas estudo onde digito capital retorna estado simples nao json assim code factory code controller code html code logica simples acho funcao retornadados scope factory retorna objetos vindos json get controller vou pegar cidade retornar array objetos estado relativo capital problemas 1 retorno console log vm dados controller seguinte code deveria retornar apenas array objetos porque acontecendo 2 array correto retornado vou fazer busca objetos underscore pode ajudar nao consegui encontrar nenhuma funcao auxilie,"(0, 0, 0, 1)"
3012,codigo clicar botao pede motivo clique escrever motivo troca botao deveria trocar informacoes listadas baixo codigo ajax so nao funcionando corretamente clicar nesse botao pede justificativa troca botao nao troca informacoes obs codigo funciona outro botao desabilita imagem botao nao funciona parte nao funcionando code aqui html chama ajax code codigo mvc,"(0, 1, 0, 0)"
3013,script nao funciona arquivos hospedados host exetrno arquivos encontram nesse host faco eja executado nesse script abaixo code,"(0, 1, 0, 0)"
3014,ola preciso popular tabela acordo usuario escolhe input range exemplo range escolhe valor r 200 000 ai fim preenchimento formulario retorna tabela feito ul li dados referentes plano r 200 000 seguintes dados code tabela aqui nao pretendo guardar dados tabela banco dados somente dados form estao sendo salvos banco ja ok so preciso agora fazer tabela aparecer dados correspondente valor input range consigo usar so jquery tabela vai aparecer logo abaixo formulario usuario clicar enviar,"(0, 1, 1, 0)"
3015,precisando desenvolver seguinte grafico utilizando canvas porem enquanto so consegui desenhar retas preto representando x y alguem poderia dar ajuda segue codigo feito 1 parte html code 2 parte js code,"(0, 0, 1, 0)"
3016,debatido pra resolver questao parece simples nao conseguindo talvez nao sabendo fazer pergunta entao conto boa vontade amigos 1 seguinte canvas code assim outro canvas teste code funcao consigo copiar facimente parte canvas placehoder canvas ctx code porem tentando copiar canvas outra imagem nao sucesso exemplo code fazer copia,"(0, 0, 1, 0)"
3017,input file duas classes code quero criar codigo generico todos inputs funciona criar 1 bloco cada input code ja testei assim nao funciona code,"(0, 1, 1, 0)"
3018,dando manutencao codigo le dados banco mysql via php transforma tabela jquery exporto documento excel entretanto acentuacao fica toda errada exemplo code codigo utilizo jquery code nao encontrei parametro devo passar pra codificar texto alguem saberia dizer oque poderia ser,"(0, 1, 0, 0)"
3019,codigo abaixo variavel data retornando undefined agora colocar console log this data dentro subscribe retorna valor correto import component oninit from angular core import http from angular component selector app aniversario templateurl aniversario component html styleurls aniversario component css export class aniversariocomponent implements oninit data any constructor private http ngoninit this this data res json console log this data posso pegar valor res subscribe,"(0, 0, 0, 1)"
3020,tendo problemas jquery pois inves printar tela so echo php printando toda index tela resolver code,"(0, 1, 0, 0)"
3021,codigo js funcionando perfeitamente porem queria printase resultado dentro div propria index html baixo textarea redirecionar outra pagina pois redirecionando pra pagina ip php mostrando resultados la code,"(0, 1, 0, 0)"
3022,codigo filtra objeto json code codigo filtra somento code problema retorna false nenhum dados nao exibe code vou deixar exemplo jsfiddle melhor entender exemplo slide ranger selecionado hora minima 08 10 retorna json code hora maior 08 10 nao retorna nada code retornar assim code resumindo preciso fazer filtrar somente code manter code,"(0, 1, 0, 0)"
3023,faco clicar button radio vem listado conforme informacoes vindas banco dados desabilitar textarea vejam abaixo gostaria clicar nao textarea justificativa referente desabilitado codigo inicial dessa forma code,"(0, 1, 0, 0)"
3024,seguinte form code controller code nao quero saia nesse formato datainicial thu jan 01 2015 00 00 00 gmt 0200 02 datafinal fri jan 01 2016 00 00 00 gmt 0200 02 quero saber formatar data digitadas campos usando moment js,"(0, 0, 0, 1)"
3025,retorno requisicao seguinte formato ali options existem tipos cartoes json retornou quero pegar cada tipos precisar digitar manualmente nome atualmente consigo pegar fazendo code assim preciso digitar nome cada quero contar quantas opcoes pega las dinamicamente alguem pode ajudar,"(0, 1, 0, 0)"
3026,queria colocar site code pagina acompanhe menu acordo code exemplo disso nesse site perceba descer pagina menu vai acompanhando implementar segue codigo menu code code,"(0, 0, 1, 0)"
3027,ola criando pagina web iframe gostaria mudar src desse iframe caminho upload usuario gostaria saber posso fazer segue codigo code codigo iframe fixo gostaria mudar conforme usuario escolhe arquivo,"(0, 0, 1, 0)"
3028,gente toda vez testo celular app clico input teclado fica cobrindo tela toda nao consigo visualizar sendo digitado input ja olhei css vi nada la ta impactando nisso outra coisa nao ta dando scroll tela celular menor outras acaba nao mostrando tela toda pq scroll nao ta funcionando html code scss code alguem pode ajudar nisso favor,"(0, 0, 0, 1)"
3029,aprendendo node js tentando fazer dentro contendo horario partir hora atual 30 30 minutos ate meia noite 24 00 porem nao conseguindo conseguem ajudar utilizando moment moment timezone pegar data hora atual diretamente servidor exemplo agora sao 17 00 entao tera ter code codigo assim nav js rotas code pagina assim index ejs code,"(1, 0, 1, 0)"
3030,code,"(0, 1, 1, 0)"
3031,ngfor percorre array produtosconfirmadosanuncio dentro desse array possui campo valor venda atual tentando fazer ngfor percorrer array mostrar input pra cada produto porem mostrando valores errados input todos inputs valor ultimo elemento array tentei algo code declarando array dessa forma code,"(0, 0, 0, 1)"
3032,fazendo trabalho escola amanha ja pronto famoso jogo snake javascript html porem hj pensei colocar pontuacao jogador tempo real jogo ja tentei varias coisas so aparece pontuacao 0 independente quantas macas vc comido possivel fazer javascript sim faco code code,"(0, 0, 1, 0)"
3033,preciso criar code dias semana carrega los ja banco dados entao recebo index code dia semana deixar code fazendo assim porem fica duplicado code code,"(0, 1, 1, 0)"
3034,tentando criar pagina fique sempre atualizada ter dar refresh criei funcao javascript fica buscando code code outra pagina gerando alto consumo cpu caras servidor ja reclamaram faco sempre dar code javascript ter problema code chama pagina code code code carrega dentro code funciona bem fica processando tempo todo ja reclamaram alto uso cpu parte servidor,"(0, 1, 0, 0)"
3035,projeto mvc 4 usando bootstrap quero saber mexer configuracao botao expande menu so aparece telas menores apareca algumas telas maiores assim ali certa distancia onde botao menu aparece distancia preciso mudar,"(0, 0, 1, 0)"
3036,problemas gerar leitura mascara jquery elementos gerados via code so code funciona apos tentar inserir dado mascara carrega pagina mascara aqui mask code innerhtml code,"(0, 1, 0, 0)"
3037,tentando fazer efeito escolho opcao select mostro div correspodente code 2 problemas 1 largura chart nao completando corretamente largura div 2 nao conseguindo pensar jeito esconder outras opcoes mostrada serao 3 opcoes exemplo duas nao complicar jsfiddle html code javascript code,"(0, 1, 1, 0)"
3038,tentando instalar pacote babel projeto executar comando npm install save dev babel cli ocorre erro instalacao tar unpack veja imagem ja tentei atualizar npm atualizar nodejs limpar cache nada disso resolveu alguem ai ja passado puder ajudar ficarei grato,"(1, 0, 0, 0)"
3039,site varias divs preciso tela chegue determinada div aconteca acao nao sei evento javascript jquery responsavel exemplo code agradeco ajuda,"(0, 1, 1, 0)"
3040,input range vai code cada step code conjunto planos code cada plano desse contem informacoes diferentes serao colocados dentro table bom preciso vincular valores colocado input range usuario plano proximo ex valor range 20 000 sera vinculado plano 50 000 apos processo valor sera inserido valores vcredito code unicos valores vao funcionar lugar code sao planos preciso transformar valor input range valor plano proximo nao sei ficou claro qualquer coisa tento melhorar pergunta obrigado editado seguinte codigo monta tabela acordo plano escolhido code,"(0, 1, 0, 0)"
3041,instalei plugin paypal aplicacao ionic seguindo tutorial criei conta sandbox marquei conta brazil aplicacao funciona perfeitamente enviar api moeda usd disser moeda brl diz paypal nao trabalha moeda ilustram imagens abaixo mostra mensagem pensei brl nao moeda valida achei pagina paypal diz brl aceito apenas in country paypal accounts only afinal quer dizer conta paypal criada selecioando brazil transacao realizada app brasil passando brl moeda alguem conseguiu implementar paypal ionic cordova angular,"(0, 0, 0, 1)"
3042,nao conseguindo passar via code code usa code uibmodal utilizando code onde chama componente code retorna undefined,"(0, 0, 0, 1)"
3043,ola codigo principal app uso express tentando remover header x powered by ja usei tanto code quanto code alem disse ja tentei usando modulo helmet nenhum jeito surge efeito header continua aparecer requisicoes segue estrutura codigo code,"(1, 0, 0, 0)"
3044,preciso utilizar migrations sequelize aplicacao nodejs ja producao heroku nao sei adicionar scripts code migracoes banco dados executadas sempre atraves script npm heroku alguem ja passou preciso fazer algum passo especial,"(1, 0, 0, 0)"
3045,boa noite campo mascara digitar cpf acontece copiar colar nao aplica mascara so numeros poderei ter 2 formas mascara imput code,"(0, 0, 1, 0)"
3046,codigo jquery ajax retorna dados requisicao porem retorna linha apaga joga proxima cima anteriror quero printe tela 1 resultado baixo outro lista posso fazer code,"(0, 1, 0, 0)"
3047,faco fechar janela download code code exemplo code link code codigo acima funciona code nao code lembrando janela popup download arquivo torrent vai abrir,"(0, 1, 0, 0)"
3048,criei api java fazer fileupload qualquer arquivo algo simples simplemente pega qualquer imagem selecionada envia c \imagens usando angular 4 objetivo fazer implementacao video tentado antes imagens pois sao facil encontrar codigos disponiveis pronto implementacao imagens fazer video nao deu certo acredito algo devo alterar front end angular entao veja codigo abaixo servico code componente code pagina code acho local onde devo alterar aceitar arquivos video deva ser pagina alguem sugestao deve fazer alteracao favor,"(0, 0, 0, 1)"
3049,formulario apresenta caixa duas opcoes representa aceito outra nao aceito acontece usuario usa enviar email consegue enviar botao marcando nao aceito ha alguma maneira possa fazer valide html code javascript code pagina apresenta conteudo menu simulacao,"(0, 1, 1, 0)"
3050,usando code vanillamasker validacao campo telefone data so elementos estao dentro code code tentei jogar funcao pra dentro funcao tipo code ainda nao funcionando retorna erro console error code there is element to bind code code codigo funciona elemento nao dentro modal,"(0, 0, 1, 0)"
3051,2 inputs tipo code neles tentando acionar metodo js porem clicar radio button nada feito quer chega funcao js code code,"(0, 0, 1, 0)"
3052,formulario varios campos texto code quero salvar informacoes tabela banco utilizo porem tendo problema clico dois primeiros code so consigo salvar clico terceiro detalhe neste code exibo atraves javascript outros dois code campo texto ja tentei varias formas reverter testando blocos code problema continua problema acontece tento salvar informacoes participante seleciono escolaridade eg radiobox valor 1 grau 2 grau 1 formulario uso projeto code 2 tento salvar banco code 3 validadores entrada bootstrapvalidator code,"(0, 0, 1, 0)"
3053,bom dia criando pagina super simples html pequeno documento alguns usuarios irao acessar neste documento formulario input text busca tera retornar atraves highlight usuario buscou uso ctrl f porem atraves campo busca pois usuario nao quer buscar ctrl f vezes nao sabe comando busquei alguns javascript internet encontrei alguns resultados maioria funciona chrome porem ie 11 nao aplicacao precisa ser rodada ie conta nao serem todos possuem chrome corporacao ser ie exemplo codigo funcionou chrome nao ie code alguma ideia algum codigo funcione,"(0, 0, 1, 0)"
3054,ola pensando colocar projeto efeito controlar determinado elemento usando posicao barra rolagem usuario desce pagina tentei fazer alguns testes acabou dando nada acho deva ser facil fazer nao queria usar plugin resumindo codigo calcular porcentagem posicao scroll movimentada cima baixo 20 100 transformava valor 0 0 1 0 aplicar opacidade elemento 0 200 colocar margintop exemplo obrigado desde entao,"(0, 0, 1, 0)"
3055,boa noite pessoal comecei estudar angular recentemente deparei problema nao consigo resolver preciso clicar botao dentro componente header componente banner escondido estrutura app component html code componente header html code componente banner html code alguem pode ajudar favor,"(0, 0, 0, 1)"
3056,desenvolvendo primeiro app usando ionic 3 dessas telas precisei criar scroll selecao datas usar funcao jquery capturar offset top atraves valor atribuir name mes seletor verde podem ver imagem abaixo criei scroll seletor posicao absoluta lista nao ordenada dentro usando ngfor printar todas informacoes preciso travei touch scroll fiz botoes next prev rolarem elemento base tamanho items vez gostaria saber existe forma melhor escrever codigo fique dinamico menor forma simples obter funcionalidade preciso exemplo javascript pois conflitando api app aguardo ansiosamente att html code jquery code,"(0, 1, 1, 0)"
3057,tento problemas webpack gostaria saber remover tentei formas abaixo sao indicadas exemplos site npm sucesso,"(0, 0, 0, 1)"
